ObjectId,Country,Indicator,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Total
336,Germany Fed Rep (former),Flood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,Ghana,Flood,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,22.0
347,Greece,Flood,2.0,4.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,21.0
358,Guatemala,Flood,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,4.0,2.0,0.0,2.0,3.0,25.0
364,Guinea,Flood,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,13.0
370,Guinea-Bissau,Flood,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
375,Guyana,Flood,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0
378,Haiti,Flood,1.0,1.0,3.0,1.0,3.0,2.0,4.0,0.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,6.0,2.0,0.0,2.0,0.0,1.0,40.0
383,Honduras,Flood,0.0,3.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,1.0,0.0,1.0,0.0,22.0
389,Hungary,Flood,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0
392,Iceland,Flood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,India,Flood,9.0,6.0,6.0,6.0,17.0,17.0,16.0,8.0,6.0,8.0,7.0,6.0,5.0,7.0,10.0,8.0,9.0,9.0,5.0,5.0,9.0,179.0
403,Indonesia,Flood,4.0,7.0,8.0,1.0,3.0,8.0,8.0,12.0,5.0,7.0,6.0,7.0,10.0,6.0,6.0,10.0,7.0,6.0,11.0,25.0,18.0,175.0
409,"Iran, Islamic Rep. of",Flood,4.0,3.0,1.0,2.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,2.0,1.0,3.0,6.0,1.0,38.0
415,Iraq,Flood,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,14.0
417,Ireland,Flood,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
424,Israel,Flood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0
430,Italy,Flood,2.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,31.0
436,Jamaica,Flood,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
440,Japan,Flood,1.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,23.0
447,Jordan,Flood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
452,"Kazakhstan, Rep. of",Flood,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,12.0
458,Kenya,Flood,1.0,4.0,2.0,2.0,3.0,4.0,3.0,6.0,2.0,2.0,3.0,1.0,4.0,0.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,50.0
463,Kiribati,Flood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
468,"Korea, Dem. People's Rep. of",Flood,2.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,21.0
473,"Korea, Rep. of",Flood,2.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14.0
478,Kuwait,Flood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
482,Kyrgyz Rep.,Flood,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
